Order_ID,Order_Date,Region,Category,Sales_Channel,Units_Sold,Unit_Price,Discount_%,Revenue,COGS_per_unit,Total_COGS,Marketing_Spend,Profit,Profit_Margin_%
68,03-03-2024,North America,Electronics,Marketplace,9,193.31,15,1478.8215,126.4858209,1138.372388,141.9479696,198.5011422,13.42
69,23-05-2024,North America,Home,Marketplace,2,334.06,5,634.714,213.4145696,426.8291392,35.70686341,172.1779974,27.13
70,14-02-2025,MEA,Beauty,Retail,6,329.53,20,1581.744,263.2863642,1579.718185,119.2392289,-117.2134141,-7.41
71,04-02-2023,MEA,Beauty,Retail,7,431.57,10,2718.891,278.3498935,1948.449254,403.9848494,366.4568963,13.48
72,25-07-2023,MEA,Electronics,Marketplace,6,78.73,30,330.666,51.84086697,311.0452018,25.17475141,-5.553953232,-1.68
73,22-03-2023,South America,Home,Retail,8,220.67,30,1235.752,92.22013785,737.7611028,162.6868813,335.3040159,27.13
74,15-07-2024,MEA,Clothing,Marketplace,9,57.64,0,518.76,42.86227068,385.7604361,82.14165202,50.85791186,9.8
75,23-01-2024,North America,Electronics,Retail,8,200.9,20,1285.76,158.3163867,1266.531094,67.81995434,-48.59104822,-3.78
76,02-01-2023,MEA,Clothing,Online,5,17.4,20,69.6,13.64376561,68.21882804,8.30326146,-6.922089499,-9.95
77,25-01-2024,Europe,Beauty,Online,8,450.15,15,3061.02,219.8722761,1758.978208,287.9934099,1014.048382,33.13
78,19-07-2024,MEA,Clothing,Marketplace,9,268.25,5,2293.5375,131.5407164,1183.866448,122.6412463,987.029806,43.04
79,16-04-2023,South America,Home,Marketplace,8,426.4,15,2899.52,232.9929977,1863.943981,220.2362348,815.3397838,28.12
80,10-02-2025,Europe,Sports,Online,2,39.35,15,66.895,20.62270652,41.24541303,6.440920153,19.20866681,28.71
81,21-04-2024,North America,Home,Online,2,121.45,20,194.32,63.42675957,126.8535191,17.4647907,50.00169016,25.73
82,03-12-2024,North America,Clothing,Retail,3,137.1,5,390.735,88.03008477,264.0902543,19.90078418,106.7439615,27.32
83,06-02-2024,Asia,Electronics,Marketplace,7,199.48,5,1326.542,144.0730741,1008.511519,171.0519794,146.978502,11.08
84,30-12-2024,Europe,Beauty,Online,9,403.4,5,3449.07,312.5169104,2812.652194,407.2490351,229.1687712,6.64
85,09-07-2024,Asia,Sports,Online,8,199.41,0,1595.28,85.17682321,681.4145857,356.5209674,557.3444469,34.94
86,11-06-2023,Europe,Electronics,Marketplace,9,110.28,5,942.894,56.37418655,507.367679,73.62306836,361.9032527,38.38
87,21-07-2023,Europe,Electronics,Retail,6,41.85,20,200.88,21.00893057,126.0535834,22.56756542,52.25885118,26.01
88,27-09-2023,South America,Home,Retail,1,48.95,0,48.95,26.57866861,26.57866861,7.248244137,15.12308725,30.89
89,26-03-2025,Asia,Clothing,Retail,4,382.42,10,1376.712,217.8775636,871.5102542,62.86446707,442.3372787,32.13
90,28-09-2023,South America,Home,Retail,6,227.95,30,957.39,126.6646548,759.9879287,97.60906655,99.79300471,10.42
91,31-03-2024,Europe,Clothing,Online,6,365.83,15,1865.733,285.6616054,1713.969633,263.2929616,-111.5295943,-5.98
92,06-04-2024,North America,Home,Marketplace,8,344.32,5,2616.832,197.9329106,1583.463285,495.4102374,537.9584775,20.56
93,27-12-2024,Europe,Electronics,Marketplace,1,76.33,10,68.697,47.37322438,47.37322438,10.27464729,11.04912833,16.08
94,09-09-2023,South America,Beauty,Online,2,80.02,5,152.038,55.97025404,111.9405081,18.67772444,21.41976748,14.09
95,02-12-2024,Asia,Clothing,Online,2,380.12,15,646.204,262.2956932,524.5913864,121.5340543,0.078559228,0.01
96,23-10-2023,Asia,Sports,Online,6,363.42,20,1744.416,230.1123931,1380.674359,287.6153393,76.1263019,4.36
97,25-12-2024,South America,Sports,Marketplace,7,195.24,20,1093.344,145.3235377,1017.264764,111.6036187,-35.5243827,-3.25
98,20-12-2024,Asia,Electronics,Marketplace,2,47.94,15,81.498,31.14530078,62.29060156,13.67432951,5.533068928,6.79
99,18-01-2025,MEA,Home,Marketplace,5,15.93,10,71.685,11.94596338,59.72981688,10.76891238,1.186270737,1.65
100,04-12-2023,North America,Home,Retail,6,151.2,0,907.2,78.7912726,472.7476356,36.8776399,397.5747245,43.82
101,22-02-2023,North America,Electronics,Online,4,14.52,30,40.656,6.574793516,26.29917406,8.770484258,5.58634168,13.74
102,02-03-2025,North America,Sports,Online,1,122.74,30,85.918,89.33117633,89.33117633,11.29620126,-14.7093776,-17.12
103,05-08-2023,Asia,Sports,Online,3,215.56,30,452.676,119.2062241,357.6186723,79.75271485,15.30461286,3.38
104,02-02-2025,Asia,Home,Marketplace,9,69.49,0,625.41,45.89354675,413.0419208,68.49193134,143.8761479,23.01
105,07-07-2023,Europe,Clothing,Online,6,61.1,5,348.27,42.45988564,254.7593139,76.14755265,17.3631335,4.99
106,15-01-2024,Europe,Beauty,Online,2,449.25,15,763.725,238.4098724,476.8197449,135.2941742,151.6110809,19.85
107,07-05-2024,North America,Clothing,Retail,9,296.88,15,2271.132,178.7411627,1608.670464,248.7487872,413.7127483,18.22
108,10-02-2023,MEA,Sports,Marketplace,4,467.88,0,1871.52,354.6392872,1418.557149,368.7637628,84.19908859,4.5
109,06-06-2023,Europe,Clothing,Online,8,179.45,10,1292.04,134.9315584,1079.452467,142.79018,69.79735264,5.4
110,15-01-2023,Europe,Beauty,Marketplace,7,341.8,30,1674.82,239.1720996,1674.204697,100.1343787,-99.51907611,-5.94
111,23-03-2025,Asia,Clothing,Marketplace,3,110.3,15,281.265,77.77206815,233.3162044,35.83360116,12.11519439,4.31
112,06-03-2023,MEA,Clothing,Marketplace,8,312.99,20,2003.136,237.5825023,1900.660018,227.5616081,-125.0856264,-6.24
113,04-06-2024,North America,Clothing,Retail,4,73.5,20,235.2,51.04817219,204.1926887,22.22988235,8.77742891,3.73
114,10-12-2023,Europe,Clothing,Marketplace,2,11.02,15,18.734,5.904892264,11.80978453,2.679256606,4.244958866,22.66
115,09-05-2023,MEA,Electronics,Marketplace,5,466.45,30,1632.575,209.1156324,1045.578162,232.2635809,354.7332573,21.73
116,09-10-2024,MEA,Sports,Marketplace,1,281.9,30,197.33,160.3316511,160.3316511,21.47732695,15.52102194,7.87
117,16-04-2024,North America,Beauty,Online,8,464.2,30,2599.52,201.8979255,1615.183404,559.7230946,424.6135017,16.33
118,04-03-2023,MEA,Sports,Retail,8,173.58,10,1249.776,77.47019659,619.7615727,147.6923052,482.3221221,38.59
119,19-05-2023,MEA,Electronics,Online,3,170.62,20,409.488,133.095345,399.286035,90.16274766,-79.96078263,-19.53
120,13-05-2024,MEA,Electronics,Retail,1,206.32,10,185.688,138.3075991,138.3075991,27.77492668,19.60547424,10.56
121,15-08-2024,Europe,Electronics,Retail,4,355.96,0,1423.84,263.6394532,1054.557813,85.54067513,283.741512,19.93
122,27-01-2024,North America,Electronics,Marketplace,9,287.25,5,2455.9875,188.7691173,1698.922056,373.5170933,383.5483509,15.62
123,05-11-2024,MEA,Clothing,Marketplace,9,463.42,30,2919.546,262.951928,2366.567352,285.0258738,267.9527743,9.18
124,23-02-2024,MEA,Sports,Online,1,22.47,0,22.47,9.214127137,9.214127137,4.731220954,8.524651909,37.94
125,16-10-2023,Europe,Home,Retail,7,357.02,5,2374.183,279.3091756,1955.164229,303.7581714,115.2605995,4.85
126,14-01-2024,North America,Beauty,Marketplace,6,171.86,20,824.928,73.62018186,441.7210912,65.83927986,317.367629,38.47
127,11-02-2025,Asia,Electronics,Marketplace,7,98.31,5,653.7615,63.31805241,443.2263669,124.7439801,85.79115304,13.12
128,04-05-2024,Europe,Sports,Marketplace,7,260.09,5,1729.5985,114.6688133,802.6816933,263.8015648,663.1152419,38.34
129,19-08-2023,North America,Electronics,Marketplace,8,257.48,15,1750.864,132.2569377,1058.055502,336.6823325,356.1261658,20.34
130,10-02-2023,MEA,Electronics,Online,8,77.14,5,586.264,36.58958346,292.7166677,56.48302526,237.064307,40.44
131,28-01-2023,North America,Electronics,Online,2,108.93,15,185.181,67.69855343,135.3971069,40.10037464,9.68351851,5.23
132,15-05-2023,North America,Electronics,Marketplace,4,210,5,798,158.514329,634.057316,119.8683166,44.07436744,5.52
133,20-07-2023,North America,Electronics,Marketplace,4,210.32,15,715.088,137.6016335,550.406534,94.99442737,69.68703859,9.75
134,18-02-2025,Asia,Beauty,Marketplace,8,165.6,20,1059.84,110.2358144,881.8865153,183.4338588,-5.480374065,-0.52
135,02-02-2023,North America,Sports,Marketplace,3,82.79,20,198.696,63.21617543,189.6485263,28.79692843,-19.74945471,-9.94
136,17-02-2023,Asia,Electronics,Marketplace,3,12.14,5,34.599,8.495208907,25.48562672,5.205074393,3.908298886,11.3
137,17-05-2024,MEA,Electronics,Retail,2,485.42,10,873.756,362.3089128,724.6178257,61.5477834,87.59039092,10.02
138,11-02-2024,Asia,Electronics,Retail,1,472.31,20,377.848,267.5904596,267.5904596,52.16057226,58.09696818,15.38
139,27-07-2024,MEA,Electronics,Retail,8,246.99,0,1975.92,184.2897447,1474.317958,233.2303339,268.3717082,13.58
140,28-12-2024,MEA,Clothing,Retail,9,497.58,0,4478.22,327.5790839,2948.211755,632.8920609,897.1161841,20.03
141,15-03-2025,Asia,Clothing,Marketplace,9,340.09,15,2601.6885,154.4835403,1390.351863,267.2689746,944.0676624,36.29
142,09-04-2023,Europe,Home,Retail,8,43.74,10,314.928,18.17331405,145.3865124,25.13289665,144.408591,45.85
143,14-11-2024,South America,Electronics,Retail,5,67.68,30,236.88,33.67849965,168.3924982,10.15465611,58.33284565,24.63
144,26-12-2024,North America,Home,Online,1,458.89,15,390.0565,253.0043481,253.0043481,77.36730066,59.6848512,15.3
145,30-06-2024,South America,Beauty,Retail,9,318.73,5,2725.1415,234.2752024,2108.476821,217.0240733,399.6406052,14.66
146,08-01-2025,North America,Home,Retail,6,423.16,20,2031.168,294.7300187,1768.380112,161.0015007,101.7863871,5.01
147,04-09-2024,North America,Sports,Marketplace,7,450.15,10,2835.945,352.0849535,2464.594675,434.7579612,-63.40763608,-2.24
148,06-04-2024,MEA,Clothing,Retail,8,229.49,15,1560.532,143.1260098,1145.008079,109.7744956,305.7494258,19.59
149,04-10-2024,North America,Clothing,Retail,5,33.78,15,143.565,23.6154852,118.077426,21.40302314,4.084550878,2.85
150,07-02-2025,North America,Electronics,Marketplace,6,102.26,0,613.56,52.16419159,312.9851495,80.19836544,220.376485,35.92
151,05-01-2023,Asia,Electronics,Retail,7,42.62,5,283.423,28.63344392,200.4341074,44.3095776,38.67931497,13.65
152,06-08-2023,South America,Beauty,Marketplace,7,102.48,15,609.756,69.93855009,489.5698507,37.5001932,82.68595614,13.56
153,17-05-2024,Asia,Beauty,Retail,2,211.16,0,422.32,156.1245523,312.2491046,33.96257071,76.10832469,18.02
154,05-02-2025,North America,Sports,Online,1,67.92,10,61.128,41.74101058,41.74101058,7.865013447,11.52197597,18.85
155,02-02-2024,MEA,Electronics,Online,8,91.7,15,623.56,60.48550881,483.8840705,119.396606,20.27932353,3.25
156,05-03-2025,Asia,Electronics,Retail,5,228.45,30,799.575,109.9346003,549.6730013,52.41651569,197.485483,24.7
157,28-01-2024,Asia,Beauty,Online,2,176.68,30,247.352,122.7402384,245.4804768,31.55277855,-29.68125539,-12
158,26-07-2023,Europe,Beauty,Marketplace,3,239.15,0,717.45,175.8624654,527.5873962,133.873574,55.98902986,7.8
159,15-01-2023,North America,Beauty,Retail,6,220.29,30,925.218,140.4337952,842.6027715,49.72686474,32.8883638,3.55
160,07-07-2024,MEA,Clothing,Marketplace,6,325.79,5,1857.003,145.3902332,872.3413994,300.4604858,684.2011148,36.84
161,05-04-2024,Asia,Home,Online,8,469.22,20,3003.008,246.4075715,1971.260572,559.9027938,471.8446343,15.71
162,21-11-2024,Asia,Home,Marketplace,5,62.85,30,219.975,37.09443833,185.4721916,15.30492813,19.19788023,8.73
163,28-07-2024,MEA,Electronics,Online,5,58.64,10,263.88,39.33952105,196.6976053,48.53500606,18.64738867,7.07
164,12-01-2025,North America,Clothing,Online,7,427.87,15,2545.8265,225.9713439,1581.799407,413.8523106,550.1747824,21.61
165,29-08-2023,Europe,Beauty,Online,5,258.13,0,1290.65,190.0137316,950.0686582,144.2353268,196.346015,15.21
166,17-07-2024,Asia,Electronics,Marketplace,9,385.54,15,2949.381,211.5519345,1903.96741,285.1201394,760.2934505,25.78
167,06-04-2023,Europe,Clothing,Online,6,115.56,20,554.688,48.20406735,289.2244041,116.4504275,149.0131685,26.86
168,03-01-2025,South America,Sports,Retail,7,416.14,15,2476.033,298.6211346,2090.347942,167.6814075,218.0036501,8.8
169,29-04-2024,North America,Clothing,Online,8,462.68,15,3146.224,304.2996704,2434.397363,479.1714735,232.6551631,7.39
170,11-02-2024,South America,Electronics,Retail,5,321.39,0,1606.95,231.6523191,1158.261596,195.6268284,253.0615759,15.75
171,19-08-2023,South America,Home,Retail,4,61.88,20,198.016,33.38772066,133.5508826,11.00735367,53.4577637,27
172,18-01-2025,South America,Beauty,Retail,8,448.69,10,3230.568,182.6401964,1461.121571,490.6666297,1278.779799,39.58
173,16-10-2024,North America,Sports,Retail,9,398.32,0,3584.88,171.0789058,1539.710152,255.5163292,1789.653518,49.92
174,20-06-2023,North America,Clothing,Marketplace,1,377.93,20,302.344,168.0731476,168.0731476,29.57687389,104.6939785,34.63
175,24-06-2024,MEA,Electronics,Retail,3,28,20,67.2,20.21765288,60.65295863,8.059557312,-1.512515938,-2.25
176,05-02-2023,Europe,Electronics,Online,4,401.49,15,1365.066,209.0052158,836.0208632,101.1165766,427.9285601,31.35
177,08-06-2024,Europe,Beauty,Retail,7,77.6,5,516.04,62.01476973,434.1033881,59.5063903,22.43022157,4.35
178,09-06-2023,MEA,Electronics,Online,6,118.97,5,678.129,83.67818701,502.0691221,152.5013066,23.55857137,3.47
179,29-11-2024,MEA,Electronics,Marketplace,1,292.8,10,263.52,187.5272681,187.5272681,23.02205147,52.97068042,20.1
180,31-08-2023,South America,Beauty,Retail,4,139.84,15,475.456,110.9557354,443.8229417,39.66678402,-8.033725735,-1.69
181,27-03-2023,MEA,Sports,Online,6,334.06,5,1904.142,175.890499,1055.342994,193.8799524,654.9190537,34.39
182,06-03-2025,Asia,Home,Marketplace,3,307.95,0,923.85,143.5805258,430.7415774,159.6554263,333.4529963,36.09
183,31-07-2024,Europe,Home,Marketplace,2,62.99,10,113.382,43.77232974,87.54465949,8.519656537,17.31768398,15.27
184,12-11-2024,MEA,Clothing,Online,2,331.45,15,563.465,169.4482944,338.8965887,68.96421816,155.6041931,27.62
185,10-07-2024,Asia,Sports,Retail,4,462.74,30,1295.672,362.9800912,1451.920365,145.2741374,-301.5225024,-23.27
186,27-07-2024,Asia,Clothing,Marketplace,1,88.94,0,88.94,70.72755385,70.72755385,9.844160686,8.368285461,9.41
187,07-10-2024,Asia,Home,Online,2,302.56,5,574.864,233.1411655,466.282331,41.26631136,67.31535763,11.71
188,06-03-2025,Asia,Beauty,Retail,2,177.51,5,337.269,138.0858642,276.1717284,51.84717622,9.250095351,2.74
189,28-01-2023,South America,Electronics,Marketplace,4,235.21,5,893.798,152.0072678,608.0290714,89.99211086,195.7768178,21.9
190,11-09-2024,Asia,Home,Online,4,150.63,5,572.394,101.9535329,407.8141315,80.25949445,84.32037405,14.73
191,09-07-2024,South America,Sports,Marketplace,1,183.52,20,146.816,80.32642195,80.32642195,11.03055039,55.45902766,37.77
192,06-12-2023,South America,Home,Marketplace,7,24.17,30,118.433,17.04516894,119.3161826,21.29455373,-22.17773634,-18.73
193,08-03-2025,Asia,Sports,Online,7,490.96,10,3093.048,236.0660115,1652.46208,347.8354613,1092.750458,35.33
194,27-11-2023,Europe,Sports,Marketplace,1,316.15,10,284.535,232.7276335,232.7276335,15.07280245,36.73456404,12.91
195,01-10-2024,Asia,Sports,Online,8,255.35,5,1940.66,200.3508602,1602.806881,226.9649705,110.8881483,5.71
196,20-05-2024,Asia,Clothing,Retail,7,198.02,10,1247.526,96.03000725,672.2100508,197.217845,378.0981042,30.31
197,14-12-2023,Asia,Beauty,Online,7,274.29,30,1344.021,118.2772621,827.9408347,116.1660429,399.9141224,29.76
198,17-04-2024,Europe,Home,Retail,6,196.25,0,1177.5,116.4853759,698.9122556,51.50891155,427.0788329,36.27
199,19-08-2023,North America,Beauty,Marketplace,4,186.35,0,745.4,133.5420902,534.1683607,101.9158127,109.3158265,14.67
200,09-07-2023,North America,Electronics,Online,8,237.33,10,1708.776,168.0904126,1344.723301,216.8436374,147.2090617,8.61
201,13-08-2023,South America,Home,Online,2,145.23,5,275.937,98.57158063,197.1431613,56.04157784,22.75226089,8.25
202,20-01-2024,South America,Beauty,Online,7,98.22,15,584.409,71.53150406,500.7205285,112.0544633,-28.36599176,-4.85
203,12-01-2024,Europe,Beauty,Online,3,282.74,30,593.754,132.8864827,398.6594482,55.44203213,139.6525197,23.52
204,10-10-2023,MEA,Electronics,Retail,3,422.96,5,1205.436,279.4814376,838.4443129,129.8928129,237.0988742,19.67
205,24-09-2024,North America,Sports,Retail,7,84.89,20,475.384,54.52244685,381.657128,20.86570708,72.86116497,15.33
206,19-09-2024,South America,Home,Marketplace,3,26.04,15,66.402,12.01414483,36.0424345,7.697434996,22.6621305,34.13
207,14-01-2025,North America,Home,Marketplace,5,130.94,30,458.29,74.08203225,370.4101613,72.00101766,15.87882108,3.46
208,16-09-2023,Europe,Electronics,Marketplace,8,490.06,20,3136.384,363.1402857,2905.122286,352.0397174,-120.778003,-3.85
209,25-12-2023,Europe,Sports,Marketplace,4,416.09,10,1497.924,328.1788051,1312.71522,101.3991523,83.80962743,5.6
210,10-12-2024,MEA,Home,Online,7,301.97,20,1691.032,201.1639803,1408.147862,120.1918676,162.6922703,9.62
211,31-03-2024,MEA,Home,Retail,7,465.33,10,2931.579,357.73473,2504.14311,417.5715739,9.864315876,0.34
212,15-02-2024,Europe,Home,Retail,2,228.19,20,365.104,103.3289256,206.6578511,53.65540461,104.7907443,28.7
213,10-10-2024,South America,Sports,Retail,8,491.81,15,3344.308,388.5418068,3108.334455,271.4611516,-35.48760633,-1.06
214,14-11-2023,North America,Electronics,Retail,9,155.19,20,1117.368,64.15594944,577.403545,66.70762824,473.2568268,42.35
215,07-11-2024,Asia,Home,Marketplace,6,127.75,5,728.175,78.04294887,468.2576932,143.2993291,116.6179776,16.02
216,13-08-2023,MEA,Beauty,Online,5,322.64,10,1451.88,166.612371,833.0618548,229.7679731,389.0501721,26.8
217,29-03-2025,Asia,Sports,Retail,1,195.3,0,195.3,141.7025794,141.7025794,18.9828876,34.61453297,17.72
218,22-08-2023,South America,Clothing,Online,1,316.92,20,253.536,154.3455712,154.3455712,49.05652713,50.13390171,19.77
219,14-11-2024,MEA,Electronics,Online,9,159.45,10,1291.545,64.51538574,580.6384717,116.7511232,594.1554051,46
220,25-10-2024,Asia,Beauty,Online,4,312.78,0,1251.12,176.9846187,707.9384747,205.6818137,337.4997117,26.98
221,09-01-2024,South America,Home,Online,1,145.12,10,130.608,61.76934105,61.76934105,28.76369851,40.07496044,30.68
222,02-11-2024,North America,Clothing,Retail,3,34.98,10,94.446,18.05097523,54.15292568,4.039287147,36.25378717,38.39
223,30-08-2024,South America,Electronics,Retail,6,456.95,0,2741.7,300.4442031,1802.665218,331.0678553,607.9669262,22.17
